AccountId,AccountNumber,AccountType,AccountBalanceDateTime,PendingBalance,AvailableBalance,AccountCurrency
669942D3-1F8,53882916268,E-Wallet (Individual),2022-11-03T00:00:00+00:00,2094.36,5188.49,MYR
94BE651D-0A6,32740078779,E-Wallet (Individual),2021-11-18T00:00:00+00:00,8229.3,7360.24,MYR
38D35E96-6A8,26908759340,E-Wallet (Individual),2023-01-01T00:00:00+00:00,7689.19,800.49,MYR
F4712192-38F,42695341043,Savings,2021-06-28T00:00:00+00:00,5205.42,8055.2,MYR
1141105B-481,88935585892,Savings,2023-10-19T00:00:00+00:00,6292.31,4684.59,MYR
91420557-196,85295741116,Savings,2021-08-02T00:00:00+00:00,8559.32,3689.99,MYR
9EE88087-858,14126370678,Savings,2020-01-30T00:00:00+00:00,1568.77,5436.99,MYR
F8C1A222-3AB,49640669843,E-Wallet (Individual),2023-06-03T00:00:00+00:00,1385.19,306.03,MYR
E5AD6893-CC7,76819509814,E-Wallet (Individual),2021-03-05T00:00:00+00:00,7566.21,5012.12,MYR
2A3EC16F-257,98610242126,E-Wallet (Individual),2020-12-13T00:00:00+00:00,8107.34,5289.48,MYR
B72E7465-F19,46391692879,Savings,2022-12-10T00:00:00+00:00,4650.94,4492.0,MYR
FB2777E3-C72,82160532890,Savings,2021-05-11T00:00:00+00:00,5708.58,8072.73,MYR
BE7D670B-B45,44398037940,Savings,2023-05-24T00:00:00+00:00,3134.34,6374.53,MYR
4A6934D9-9D6,40722907745,Savings,2021-09-22T00:00:00+00:00,5507.28,7349.34,MYR
A41FB81D-A78,88691987861,Savings,2020-04-05T00:00:00+00:00,1612.27,6171.22,MYR
1F60F544-258,28000271982,Savings,2022-11-05T00:00:00+00:00,4429.64,6897.67,MYR
655CC27A-7BA,67443107187,E-Wallet (Individual),2023-11-16T00:00:00+00:00,6648.15,261.03,MYR
B22AE5FC-B89,69411809169,E-Wallet (Individual),2020-08-16T00:00:00+00:00,2238.8,6960.57,MYR
EFEF8B7A-4E7,89581582630,Savings,2023-08-21T00:00:00+00:00,2696.82,283.24,MYR
2B286A4B-1D2,94265989302,Savings,2023-09-10T00:00:00+00:00,9521.81,5107.61,MYR
0A3ABFDC-BC6,97837489591,E-Wallet (Individual),2021-07-31T00:00:00+00:00,5151.51,969.86,MYR
DB827934-3B5,99438765749,E-Wallet (Individual),2020-06-08T00:00:00+00:00,717.27,4735.86,MYR
AEC872A1-468,99133923865,Savings,2023-07-02T00:00:00+00:00,5539.66,6092.64,MYR
AB0BF757-DBB,33820096621,E-Wallet (Individual),2022-06-28T00:00:00+00:00,7825.71,9011.17,MYR
699CEB95-B35,39095662267,Savings,2021-05-30T00:00:00+00:00,2028.21,6851.71,MYR
E41A7008-5AB,48635375855,Savings,2021-08-08T00:00:00+00:00,7918.95,4049.57,MYR
093F8744-7F7,36017171778,Savings,2021-08-15T00:00:00+00:00,9514.43,7705.69,MYR
82E839AD-B1E,28214927250,Savings,2020-05-20T00:00:00+00:00,7351.6,9058.14,MYR
59933ACD-505,24802935907,Savings,2022-07-13T00:00:00+00:00,8297.99,713.99,MYR
F34B58C1-ABF,74763727029,Savings,2021-04-24T00:00:00+00:00,3208.75,1076.62,MYR
EA2E2E22-EF9,88688969906,Savings,2023-10-09T00:00:00+00:00,6896.97,2165.57,MYR
F9F837BD-AD2,21427081810,Savings,2022-10-16T00:00:00+00:00,881.33,1840.79,MYR
4328B6FF-559,88490402957,Savings,2020-12-27T00:00:00+00:00,6979.42,9778.3,MYR
C822E1A2-BB9,52868778212,E-Wallet (Individual),2022-01-17T00:00:00+00:00,8546.87,8004.29,MYR
78E946AE-463,85212239585,Savings,2021-09-26T00:00:00+00:00,1987.57,971.06,MYR
8EC5D48C-C98,24559624735,Savings,2023-06-05T00:00:00+00:00,7357.23,5624.57,MYR
628F32B0-ED8,40643731884,E-Wallet (Individual),2020-08-07T00:00:00+00:00,1701.86,1539.58,MYR
CCFDBAD9-3EC,82227778756,Savings,2020-07-25T00:00:00+00:00,1196.36,656.57,MYR
020F8CA8-AD3,32641070623,E-Wallet (Individual),2023-10-13T00:00:00+00:00,1804.72,2630.52,MYR
67DBF5CD-CFA,64048771304,Savings,2020-08-31T00:00:00+00:00,2905.48,4797.24,MYR
6202EB26-70E,23834919639,Savings,2021-06-12T00:00:00+00:00,6414.97,9600.5,MYR
E7ACEA31-894,75955847503,Savings,2020-01-08T00:00:00+00:00,4590.66,9514.21,MYR
53C907B9-AF0,81560178050,Savings,2020-05-03T00:00:00+00:00,3322.7,8166.6,MYR
7A4FA6D5-CE5,41723191653,E-Wallet (Individual),2020-07-31T00:00:00+00:00,5263.32,7087.2,MYR
D77F8C48-0EC,51468103557,E-Wallet (Individual),2023-01-05T00:00:00+00:00,85.51,8070.22,MYR
683298CF-2F5,45578560870,Savings,2020-01-19T00:00:00+00:00,4301.31,517.26,MYR
7B53F701-8CF,74695506020,E-Wallet (Individual),2023-11-23T00:00:00+00:00,902.04,4556.5,MYR
EADCBD28-420,40467147537,E-Wallet (Individual),2021-06-03T00:00:00+00:00,7960.49,7935.73,MYR
46BD0612-650,51849909240,E-Wallet (Individual),2023-05-24T00:00:00+00:00,5234.96,924.77,MYR
67EE4F5B-01B,30941063758,Savings,2023-09-12T00:00:00+00:00,1286.63,712.37,MYR
19F865D7-359,54534194877,E-Wallet (Individual),2023-05-12T00:00:00+00:00,9012.4,420.74,MYR
E4E41D19-F08,10850539019,E-Wallet (Individual),2021-03-07T00:00:00+00:00,1988.11,3871.57,MYR
0C0C1746-84F,50313085387,Savings,2020-08-15T00:00:00+00:00,4711.32,4134.62,MYR
8DFC55E2-F9F,81213980029,Savings,2020-08-27T00:00:00+00:00,9999.74,7828.94,MYR
2E0E9D01-FC3,38583806355,E-Wallet (Individual),2020-05-14T00:00:00+00:00,3080.83,3623.52,MYR
71766F24-467,82690401975,E-Wallet (Individual),2020-01-15T00:00:00+00:00,7414.06,7287.88,MYR
15B45481-09F,98977065465,E-Wallet (Individual),2021-11-11T00:00:00+00:00,5940.67,3521.1,MYR
1EC52558-DE9,52506941134,Savings,2021-01-01T00:00:00+00:00,7581.01,141.33,MYR
226303B8-CDA,12000149215,E-Wallet (Individual),2021-05-08T00:00:00+00:00,1795.28,8832.96,MYR
D60D383C-044,26022344316,Savings,2022-06-28T00:00:00+00:00,273.36,4809.85,MYR
6CFB3B1D-445,99192428445,Savings,2023-07-29T00:00:00+00:00,7748.16,316.58,MYR
B7654337-C1B,27673463226,Savings,2023-01-09T00:00:00+00:00,2198.94,3103.42,MYR
CC8A8A8E-902,12466784766,Savings,2021-12-12T00:00:00+00:00,9504.57,9135.42,MYR
BB4B6A9F-865,54604645418,E-Wallet (Individual),2022-09-29T00:00:00+00:00,3753.4,3209.36,MYR
ADEF64E8-227,72007245142,Savings,2021-06-15T00:00:00+00:00,7285.07,147.68,MYR
333AD3F4-026,50530103831,E-Wallet (Individual),2022-07-22T00:00:00+00:00,1218.97,6699.54,MYR
023FFCE6-D1C,32691692025,E-Wallet (Individual),2023-03-24T00:00:00+00:00,5079.22,4209.26,MYR
95FA425D-B3F,57844738757,E-Wallet (Individual),2023-06-13T00:00:00+00:00,5854.75,9619.63,MYR
B864911B-36B,27870755119,E-Wallet (Individual),2020-05-25T00:00:00+00:00,5607.95,6630.19,MYR
32F22152-D1B,73042274928,E-Wallet (Individual),2023-09-15T00:00:00+00:00,8354.09,3191.15,MYR
459F8FAC-62E,74992558859,Savings,2023-11-19T00:00:00+00:00,266.89,92.04,MYR
7A12A2E3-F61,42915890095,Savings,2021-02-14T00:00:00+00:00,2389.84,4712.06,MYR
3076F21E-183,12124236389,E-Wallet (Individual),2021-05-10T00:00:00+00:00,9175.17,3892.17,MYR
22C1E742-322,89220558155,E-Wallet (Individual),2022-04-01T00:00:00+00:00,5502.18,3253.44,MYR
80D9799F-840,55330589323,E-Wallet (Individual),2020-01-07T00:00:00+00:00,7457.09,1502.06,MYR
2159D741-EEC,67100437541,E-Wallet (Individual),2021-06-12T00:00:00+00:00,1334.0,7536.61,MYR
E64196EF-DB1,46404845420,Savings,2023-07-14T00:00:00+00:00,586.31,6771.96,MYR
047589C1-3A9,16367523636,E-Wallet (Individual),2023-08-23T00:00:00+00:00,7908.1,9591.1,MYR
C7DF6D3F-0D7,45443669403,E-Wallet (Individual),2022-03-23T00:00:00+00:00,8196.06,6634.76,MYR
82BB784D-BBA,40332993248,Savings,2023-12-07T00:00:00+00:00,2974.08,4345.6,MYR
F001DE58-3A2,19685839335,E-Wallet (Individual),2023-09-22T00:00:00+00:00,9998.39,9220.93,MYR
F069AEE3-C88,19635337025,E-Wallet (Individual),2020-09-29T00:00:00+00:00,3951.64,2755.65,MYR
B19A1D17-DD2,44420919820,Savings,2020-03-04T00:00:00+00:00,8006.8,2784.78,MYR
2DA531CD-1DF,16216370147,E-Wallet (Individual),2023-11-05T00:00:00+00:00,1567.61,2534.87,MYR
348F05A0-D69,95940629926,Savings,2023-11-22T00:00:00+00:00,5982.17,4532.43,MYR
F9EA6AC5-9F2,64872040316,Savings,2023-05-26T00:00:00+00:00,5661.72,1102.12,MYR
F0035BB7-82B,31768869753,E-Wallet (Individual),2021-08-10T00:00:00+00:00,3283.66,2566.06,MYR
9CD76CBF-6BC,25532505415,Savings,2021-12-27T00:00:00+00:00,8771.28,5171.61,MYR
A960E32C-43A,24387609565,E-Wallet (Individual),2020-10-26T00:00:00+00:00,120.96,5615.01,MYR
84F39E57-D38,18048129819,Savings,2023-11-11T00:00:00+00:00,9421.04,7983.01,MYR
F4938E4C-B55,76211885162,Savings,2022-06-17T00:00:00+00:00,1588.26,2293.26,MYR
92EE8544-269,98056968988,Savings,2020-02-16T00:00:00+00:00,4817.77,1964.23,MYR
3A702F3F-684,46636496425,E-Wallet (Individual),2022-07-21T00:00:00+00:00,3491.87,4496.97,MYR
D83717DF-C50,29776473954,Savings,2020-11-21T00:00:00+00:00,8004.8,8193.14,MYR
4B98D4DF-888,42590847290,E-Wallet (Individual),2022-02-08T00:00:00+00:00,6750.38,3546.13,MYR
407DBDBB-90E,13241171180,E-Wallet (Individual),2020-12-19T00:00:00+00:00,4619.77,2937.85,MYR
06A9715D-C26,70178382944,Savings,2020-09-26T00:00:00+00:00,1129.68,3634.02,MYR
084A1572-F96,25671383120,Savings,2022-12-05T00:00:00+00:00,68.89,9519.85,MYR
1103F187-2BB,75827598565,E-Wallet (Individual),2022-06-09T00:00:00+00:00,3110.04,7936.15,MYR
A66465E5-0CD,10366196813,Savings,2023-09-19T00:00:00+00:00,1527.29,2171.52,MYR
8FF93636-ACA,14013759446,Savings,2020-09-20T00:00:00+00:00,6458.15,2634.58,MYR
