AccountId,AccountNumber,AccountType,AccountBalanceDateTime,PendingBalance,AvailableBalance,AccountCurrency
ECF23D0C-7A5,93313154962,E-Wallet (Individual),2020-07-14T00:00:00+00:00,1707.15,6342.5,MYR
EF9FBA31-2E6,63241723928,E-Wallet (Individual),2020-11-11T00:00:00+00:00,4238.42,1517.24,MYR
1C4E5EB0-E5A,36159658820,Savings,2023-08-25T00:00:00+00:00,1409.56,8349.52,MYR
9006C797-62E,57029983109,Savings,2023-09-04T00:00:00+00:00,294.94,7184.94,MYR
BF676AEC-DAE,98822939874,Savings,2021-01-07T00:00:00+00:00,8137.57,3663.39,MYR
801A1C9D-C82,16240554381,E-Wallet (Individual),2023-04-08T00:00:00+00:00,1276.21,4672.37,MYR
1676960A-33B,74834639786,E-Wallet (Individual),2022-10-08T00:00:00+00:00,8676.47,287.74,MYR
5ED8525B-472,15156023430,Savings,2021-02-20T00:00:00+00:00,5872.67,6637.67,MYR
60DDB9E4-8E9,91010775967,E-Wallet (Individual),2022-01-09T00:00:00+00:00,7288.52,3425.5,MYR
A383B1E9-FF6,77476372315,Savings,2023-02-22T00:00:00+00:00,9232.13,1722.1,MYR
5DE1AB8F-81D,32922691788,E-Wallet (Individual),2021-08-17T00:00:00+00:00,2018.23,1480.5,MYR
C69F2D25-8E3,55667725473,E-Wallet (Individual),2022-11-23T00:00:00+00:00,1889.13,7475.85,MYR
4828F6EA-5AA,89863860491,Savings,2022-12-21T00:00:00+00:00,100.66,4366.99,MYR
DEE5C2FC-69D,69630924970,E-Wallet (Individual),2022-12-16T00:00:00+00:00,4298.05,5715.77,MYR
448D81B3-514,95012509234,Savings,2022-08-10T00:00:00+00:00,7872.96,6673.22,MYR
D4BCE1A0-E6D,85370744505,Savings,2021-02-21T00:00:00+00:00,1358.91,6440.21,MYR
77EFF3A1-201,54683644073,E-Wallet (Individual),2021-06-21T00:00:00+00:00,9512.7,6612.67,MYR
7A349426-3A8,54389900835,E-Wallet (Individual),2020-08-21T00:00:00+00:00,4446.46,8909.01,MYR
2FFE98B1-BF0,41067289051,Savings,2023-03-27T00:00:00+00:00,4876.97,4193.84,MYR
E3B3069F-94E,79112765783,Savings,2021-03-26T00:00:00+00:00,8766.54,8168.17,MYR
66B541C8-041,83854336775,Savings,2022-04-25T00:00:00+00:00,5328.21,3272.39,MYR
642FDB85-E4F,48778514658,Savings,2020-07-03T00:00:00+00:00,7046.95,1263.0,MYR
13B3DB56-743,74154707576,E-Wallet (Individual),2022-10-10T00:00:00+00:00,4426.8,4214.57,MYR
74EAF182-DAC,22359263223,E-Wallet (Individual),2021-10-03T00:00:00+00:00,1503.71,9991.96,MYR
A5EE487B-06E,23054212916,Savings,2023-08-21T00:00:00+00:00,7050.4,34.51,MYR
1C39D271-900,80460797160,Savings,2020-08-16T00:00:00+00:00,251.9,1699.08,MYR
6161978B-68C,13914313824,Savings,2021-02-02T00:00:00+00:00,4925.01,1733.41,MYR
49ADFD3B-E91,41933249880,E-Wallet (Individual),2022-01-05T00:00:00+00:00,3629.97,3512.25,MYR
39764AF3-CE3,80394779412,Savings,2020-03-10T00:00:00+00:00,3270.52,9677.1,MYR
237B01A6-13B,77476840993,Savings,2023-06-27T00:00:00+00:00,6394.18,279.36,MYR
C46B9CA6-44E,17029570916,E-Wallet (Individual),2021-05-16T00:00:00+00:00,5852.67,8632.69,MYR
E2FCD467-999,71334838392,Savings,2022-12-24T00:00:00+00:00,5342.59,1644.85,MYR
14B4937D-D27,41395643560,E-Wallet (Individual),2020-08-11T00:00:00+00:00,5098.85,7221.66,MYR
9B55115C-D6F,73204007466,Savings,2022-05-30T00:00:00+00:00,1782.69,5307.44,MYR
55D767FD-D9B,74424733133,E-Wallet (Individual),2022-03-30T00:00:00+00:00,3946.09,1452.69,MYR
E3171C11-773,85779523652,Savings,2020-11-06T00:00:00+00:00,6434.71,5459.44,MYR
EBABA7FC-E81,43559675033,E-Wallet (Individual),2021-10-13T00:00:00+00:00,3789.01,374.23,MYR
6BFD4FDA-BD6,47284213209,Savings,2021-10-15T00:00:00+00:00,3008.3,1499.83,MYR
AB02DE8D-ADB,26529494811,E-Wallet (Individual),2020-08-01T00:00:00+00:00,2087.44,4821.12,MYR
B836F186-00B,96050161451,Savings,2020-04-20T00:00:00+00:00,3238.2,2593.8,MYR
A4CBF567-E86,93514507278,Savings,2020-07-14T00:00:00+00:00,4122.46,7894.13,MYR
65C8C9E4-3F6,97060544892,E-Wallet (Individual),2021-04-23T00:00:00+00:00,4877.22,8563.07,MYR
D2F668CD-388,96068513863,E-Wallet (Individual),2021-05-09T00:00:00+00:00,9912.43,1171.11,MYR
22078333-6A4,69291552407,Savings,2021-01-31T00:00:00+00:00,9513.61,1532.9,MYR
EA365D6A-3EC,14143013067,E-Wallet (Individual),2022-02-24T00:00:00+00:00,7996.3,9932.9,MYR
E343B53F-377,61857975459,Savings,2021-11-30T00:00:00+00:00,8519.54,983.25,MYR
7E40BC80-8C8,84333462549,E-Wallet (Individual),2021-03-26T00:00:00+00:00,2487.35,9455.74,MYR
754AB530-09D,74113070178,E-Wallet (Individual),2023-02-14T00:00:00+00:00,1532.31,3599.98,MYR
887050C7-737,61638763963,Savings,2023-02-08T00:00:00+00:00,5322.26,6120.38,MYR
FA5D26FC-372,61492007806,Savings,2021-12-24T00:00:00+00:00,2977.89,5999.61,MYR
8AD8F46C-280,14845435982,Savings,2020-05-07T00:00:00+00:00,3286.34,7726.21,MYR
B78309B9-452,46008523511,Savings,2023-04-19T00:00:00+00:00,7494.69,443.35,MYR
2F6180F6-197,34638377085,Savings,2021-05-22T00:00:00+00:00,4031.7,4355.93,MYR
32CADB86-077,34465645571,Savings,2021-11-23T00:00:00+00:00,4998.38,5675.5,MYR
37525398-EB5,78245929754,Savings,2022-02-05T00:00:00+00:00,4205.63,8166.43,MYR
80960E36-A67,58173533067,E-Wallet (Individual),2023-11-07T00:00:00+00:00,7201.94,5017.25,MYR
8CDD3B6E-4CA,95300063505,Savings,2022-01-18T00:00:00+00:00,9202.67,7394.8,MYR
64EEFA52-84A,43929552867,Savings,2022-03-21T00:00:00+00:00,9905.93,4552.79,MYR
2F52C0FC-A9C,46396157091,E-Wallet (Individual),2020-08-19T00:00:00+00:00,8522.92,1606.04,MYR
41A469FD-456,23276787098,E-Wallet (Individual),2021-06-10T00:00:00+00:00,7944.08,7647.04,MYR
9E7B2A46-A80,29883055633,E-Wallet (Individual),2021-11-30T00:00:00+00:00,7077.62,5141.91,MYR
B6C9C6F6-31C,84418301154,E-Wallet (Individual),2020-01-26T00:00:00+00:00,4112.3,5545.63,MYR
7F1CC238-728,66262559965,Savings,2021-12-20T00:00:00+00:00,8496.69,9894.31,MYR
52D10C81-BE9,62645365976,Savings,2023-01-21T00:00:00+00:00,6608.67,2943.5,MYR
80C0FA2A-20F,11142367247,E-Wallet (Individual),2021-10-04T00:00:00+00:00,1392.96,8694.52,MYR
1749EC44-35B,24578008836,E-Wallet (Individual),2023-08-04T00:00:00+00:00,3623.67,3428.64,MYR
77D1D96D-710,32234390779,E-Wallet (Individual),2021-02-26T00:00:00+00:00,7194.85,4680.59,MYR
C2C5A5DB-00C,67711717424,E-Wallet (Individual),2023-06-11T00:00:00+00:00,5749.86,9838.15,MYR
08565A60-89D,90732373547,E-Wallet (Individual),2020-03-05T00:00:00+00:00,7441.3,5764.53,MYR
5BF6F2E4-0F0,41038168159,Savings,2023-01-12T00:00:00+00:00,8673.22,211.03,MYR
CF1D8F25-667,24520217611,Savings,2021-09-15T00:00:00+00:00,3639.14,5238.58,MYR
B6B0D6F2-CD5,51430465639,E-Wallet (Individual),2020-03-04T00:00:00+00:00,8353.81,2311.2,MYR
DC63A675-7D9,76180221811,E-Wallet (Individual),2020-07-23T00:00:00+00:00,7004.52,5936.04,MYR
11755C22-0CC,19025476777,Savings,2023-08-13T00:00:00+00:00,4891.56,8285.16,MYR
34E5D2A5-3E9,40173200815,Savings,2023-11-23T00:00:00+00:00,1444.73,3367.5,MYR
162E51CD-2BE,11141548494,E-Wallet (Individual),2023-12-29T00:00:00+00:00,3131.69,8986.5,MYR
BF4E5D19-698,99569872441,E-Wallet (Individual),2020-03-04T00:00:00+00:00,2730.37,9429.8,MYR
1E595107-8DC,87582962179,E-Wallet (Individual),2023-07-07T00:00:00+00:00,2134.81,1643.8,MYR
B0B620AF-954,22292446615,E-Wallet (Individual),2021-12-24T00:00:00+00:00,9062.12,5545.32,MYR
8313A6F0-E8B,21575548105,E-Wallet (Individual),2020-06-29T00:00:00+00:00,8906.71,1658.12,MYR
D3E49A60-A7C,87580867169,E-Wallet (Individual),2020-01-19T00:00:00+00:00,7466.55,4001.94,MYR
0156ADF2-D55,64410770411,Savings,2020-03-04T00:00:00+00:00,898.16,8704.05,MYR
DDDEA772-E99,61722135122,E-Wallet (Individual),2023-06-01T00:00:00+00:00,2386.31,3791.52,MYR
9E7C6921-AF1,43561946874,Savings,2021-07-24T00:00:00+00:00,1049.64,9169.86,MYR
66E4A6A3-853,80927751772,Savings,2021-05-30T00:00:00+00:00,7963.37,9290.77,MYR
ACD3A06D-529,40362528429,E-Wallet (Individual),2020-04-07T00:00:00+00:00,7855.74,3776.67,MYR
365EEF3E-722,85750771561,Savings,2021-11-04T00:00:00+00:00,2830.84,7067.57,MYR
4094F51A-033,22058058020,E-Wallet (Individual),2023-06-02T00:00:00+00:00,5604.54,9950.06,MYR
64C1E90C-BC4,94203152834,Savings,2023-11-11T00:00:00+00:00,6793.91,1966.68,MYR
C0D4F96C-BC4,50236965970,E-Wallet (Individual),2022-01-30T00:00:00+00:00,7815.25,3551.26,MYR
695FD7AF-CAC,46830418185,Savings,2022-01-31T00:00:00+00:00,7744.94,8750.19,MYR
5118D9D3-EF8,19740226689,Savings,2021-01-13T00:00:00+00:00,617.29,3496.32,MYR
18912F5D-031,51180969297,E-Wallet (Individual),2023-07-07T00:00:00+00:00,2220.81,4375.95,MYR
918D64A2-278,10745107104,E-Wallet (Individual),2022-05-08T00:00:00+00:00,2049.63,8290.47,MYR
E76F7203-F60,94598243458,E-Wallet (Individual),2021-07-18T00:00:00+00:00,7008.13,1019.74,MYR
EEFF4C7C-864,95526125165,Savings,2021-04-12T00:00:00+00:00,9873.32,7303.49,MYR
F3564565-60C,49639597355,Savings,2022-05-08T00:00:00+00:00,1631.47,3324.42,MYR
68EFB086-B15,48725481151,Savings,2023-05-18T00:00:00+00:00,9000.59,1093.72,MYR
A752F319-7EE,18052174630,E-Wallet (Individual),2021-09-30T00:00:00+00:00,7707.7,6586.95,MYR
1DCA9E7B-154,26963049369,Savings,2023-04-19T00:00:00+00:00,1410.48,1848.48,MYR
3FAB5A26-211,38609930045,E-Wallet (Individual),2023-09-01T00:00:00+00:00,1947.48,2087.48,MYR
E0CCB70F-D1E,33182461766,Savings,2020-12-21T00:00:00+00:00,4853.68,9557.63,MYR
9CFD221B-F0C,20941270788,E-Wallet (Individual),2021-11-03T00:00:00+00:00,5640.87,703.79,MYR
C999BA74-3B0,75179010769,Savings,2023-06-15T00:00:00+00:00,3394.69,7841.98,MYR
5330172F-309,62943182571,E-Wallet (Individual),2021-01-14T00:00:00+00:00,4732.39,2917.71,MYR
030DA184-6FF,87635438426,Savings,2022-09-14T00:00:00+00:00,2276.11,3345.42,MYR
172E9CEA-0B0,71745152709,E-Wallet (Individual),2022-06-28T00:00:00+00:00,3952.76,1616.53,MYR
E1F4942D-624,96441706856,E-Wallet (Individual),2022-05-26T00:00:00+00:00,5804.99,1974.31,MYR
DE0229AA-DDF,84148904791,Savings,2023-10-26T00:00:00+00:00,2493.94,9300.53,MYR
40D77E27-D02,53747443752,E-Wallet (Individual),2020-05-18T00:00:00+00:00,1919.47,5592.64,MYR
AD88078E-63C,28205187534,E-Wallet (Individual),2021-06-02T00:00:00+00:00,7190.35,8337.45,MYR
CAE4B680-145,75941110077,E-Wallet (Individual),2023-04-18T00:00:00+00:00,5654.82,2519.3,MYR
7F788635-759,59910202514,E-Wallet (Individual),2022-05-01T00:00:00+00:00,2082.41,9085.9,MYR
8EE5C19A-C1F,48181479962,Savings,2021-12-14T00:00:00+00:00,4050.81,4147.76,MYR
022FBC7C-6FA,72920159706,E-Wallet (Individual),2020-06-07T00:00:00+00:00,7659.22,1943.22,MYR
68935484-A1B,87411218421,Savings,2021-07-25T00:00:00+00:00,9721.48,8062.78,MYR
69240FA5-A82,77732645363,Savings,2020-09-18T00:00:00+00:00,3385.65,5776.35,MYR
D381CCB3-500,57458235186,E-Wallet (Individual),2020-08-26T00:00:00+00:00,9539.29,5401.41,MYR
8937031C-1F7,99115789147,E-Wallet (Individual),2021-03-31T00:00:00+00:00,5061.15,6094.44,MYR
3E18248E-DC7,64965824341,Savings,2020-10-01T00:00:00+00:00,2039.01,9227.63,MYR
5BFD8788-A6E,33333968331,E-Wallet (Individual),2023-08-29T00:00:00+00:00,9166.01,8224.24,MYR
AD53FCD1-CA6,96402482527,Savings,2020-11-14T00:00:00+00:00,3558.8,1282.19,MYR
3B4380AF-9EC,78372843143,E-Wallet (Individual),2020-08-14T00:00:00+00:00,6181.99,7642.6,MYR
CF7364A1-AC2,54003636941,E-Wallet (Individual),2020-12-22T00:00:00+00:00,7838.53,1237.71,MYR
841D1A48-E1D,88937921766,E-Wallet (Individual),2020-12-23T00:00:00+00:00,2458.97,5262.15,MYR
626D8A55-549,30803814788,E-Wallet (Individual),2020-02-25T00:00:00+00:00,6122.14,5503.44,MYR
C89D7386-BF5,98164186658,Savings,2020-11-01T00:00:00+00:00,7078.77,3011.08,MYR
EE456220-5E7,42557342730,E-Wallet (Individual),2021-05-04T00:00:00+00:00,7554.19,977.58,MYR
510C908A-1E3,82577397175,Savings,2020-06-29T00:00:00+00:00,8850.85,76.04,MYR
2D09CAA4-649,71241205060,Savings,2022-07-25T00:00:00+00:00,2604.81,5630.51,MYR
0E50E19B-18B,15330659930,E-Wallet (Individual),2022-01-17T00:00:00+00:00,5528.73,3671.3,MYR
B30C3726-959,69223612606,Savings,2023-01-10T00:00:00+00:00,223.22,4476.44,MYR
4206007C-B5B,78478086698,E-Wallet (Individual),2022-02-22T00:00:00+00:00,6046.46,7652.74,MYR
CD4F9949-633,56464740930,E-Wallet (Individual),2021-06-30T00:00:00+00:00,1159.22,1048.12,MYR
672E0C8C-E5B,25035221471,E-Wallet (Individual),2022-11-07T00:00:00+00:00,2522.9,4544.41,MYR
02CD5BCC-8D5,61578331091,Savings,2021-07-12T00:00:00+00:00,4562.32,6471.25,MYR
A4055CCD-B59,84388402310,Savings,2020-08-09T00:00:00+00:00,7261.11,1158.83,MYR
C6AABB58-666,62345813441,Savings,2023-03-17T00:00:00+00:00,3773.71,8983.41,MYR
AA879A56-8FC,45702432719,E-Wallet (Individual),2023-06-10T00:00:00+00:00,4623.21,1967.37,MYR
BDE8CFB9-2FB,60802837703,Savings,2021-03-24T00:00:00+00:00,8647.71,7250.87,MYR
B99994D3-5E3,54864077709,E-Wallet (Individual),2022-07-25T00:00:00+00:00,4149.78,2184.81,MYR
59C44CF0-8AA,97165670618,E-Wallet (Individual),2020-09-24T00:00:00+00:00,1699.3,5775.62,MYR
09C6FCD7-B3A,16232366298,E-Wallet (Individual),2021-06-04T00:00:00+00:00,8665.9,2732.74,MYR
CAB398B9-7F3,99219558097,E-Wallet (Individual),2022-04-06T00:00:00+00:00,7695.6,2496.31,MYR
C51BD409-7CD,17193009876,E-Wallet (Individual),2020-01-22T00:00:00+00:00,371.82,8681.39,MYR
0DE9E46A-0F3,10571208434,Savings,2022-09-01T00:00:00+00:00,60.75,5793.06,MYR
6C53C984-DB8,11002502719,E-Wallet (Individual),2020-04-24T00:00:00+00:00,9219.23,7333.49,MYR
EFEE78E3-CC2,21347219482,Savings,2021-10-16T00:00:00+00:00,2283.19,7736.91,MYR
0274D959-FB7,25054684697,E-Wallet (Individual),2020-08-23T00:00:00+00:00,4205.92,3803.85,MYR
46ECCF75-8A2,19703257996,Savings,2022-07-02T00:00:00+00:00,4647.12,1815.28,MYR
DBF4BD36-713,28851450878,E-Wallet (Individual),2021-02-17T00:00:00+00:00,5994.31,2451.27,MYR
8E4A1A8A-149,58535224633,E-Wallet (Individual),2021-02-21T00:00:00+00:00,7630.5,2829.77,MYR
B7172548-E6D,40312122488,E-Wallet (Individual),2022-02-18T00:00:00+00:00,804.78,9484.56,MYR
4E93F71E-C5B,71261444283,Savings,2023-01-07T00:00:00+00:00,7731.25,8882.69,MYR
3C3835A5-6B2,44498662426,Savings,2023-12-21T00:00:00+00:00,8225.59,872.44,MYR
4A551754-C4E,26297856968,Savings,2023-02-14T00:00:00+00:00,2125.16,3096.82,MYR
EAA3210A-052,74625102323,E-Wallet (Individual),2023-09-05T00:00:00+00:00,9278.08,6790.94,MYR
88692570-119,80380079388,Savings,2020-12-06T00:00:00+00:00,2859.22,493.16,MYR
B6B6D341-C93,53787135422,Savings,2020-02-28T00:00:00+00:00,2878.56,5413.34,MYR
1FA57DD3-089,24934415931,Savings,2021-11-29T00:00:00+00:00,3250.29,3851.08,MYR
3FA62929-682,53970953562,E-Wallet (Individual),2022-10-22T00:00:00+00:00,4505.04,9354.52,MYR
6060F47C-5E4,59034229045,E-Wallet (Individual),2020-10-10T00:00:00+00:00,2505.59,9640.02,MYR
4957F49B-1AD,12256807646,E-Wallet (Individual),2023-07-20T00:00:00+00:00,1391.57,464.85,MYR
10E6974F-45B,22464336374,E-Wallet (Individual),2021-10-25T00:00:00+00:00,8433.14,8460.62,MYR
C5EA8F5F-97E,49351238379,Savings,2022-10-17T00:00:00+00:00,8299.01,8131.81,MYR
B0CDDF5D-176,73411296634,E-Wallet (Individual),2022-12-20T00:00:00+00:00,7384.91,5293.49,MYR
6A222EAB-A85,39667188664,E-Wallet (Individual),2021-09-24T00:00:00+00:00,3739.79,7959.81,MYR
A35D7DAC-7F0,97870880157,E-Wallet (Individual),2023-04-07T00:00:00+00:00,461.9,8328.36,MYR
356E16E6-F55,90157523399,Savings,2021-08-26T00:00:00+00:00,5675.04,544.42,MYR
12BABF37-6D5,70677392004,E-Wallet (Individual),2021-10-01T00:00:00+00:00,3357.61,9268.63,MYR
B080209B-126,55503035222,E-Wallet (Individual),2022-01-01T00:00:00+00:00,5161.66,2866.21,MYR
16FA1AF0-872,46375917861,Savings,2021-12-25T00:00:00+00:00,1424.51,6842.45,MYR
AF23CA4F-FBA,20651489240,Savings,2021-09-02T00:00:00+00:00,4071.73,4732.47,MYR
804D09A4-411,72015419734,E-Wallet (Individual),2020-09-25T00:00:00+00:00,2273.49,2564.84,MYR
58A2EC67-A6C,45516031479,Savings,2023-08-21T00:00:00+00:00,1422.77,5553.76,MYR
660DDAE0-4E0,24910130701,E-Wallet (Individual),2022-07-15T00:00:00+00:00,3054.8,4637.66,MYR
391FC449-511,10583102238,E-Wallet (Individual),2022-01-02T00:00:00+00:00,7992.89,5335.67,MYR
75E71E8A-869,51521787053,E-Wallet (Individual),2023-07-11T00:00:00+00:00,7487.83,8796.77,MYR
AE3A414E-9F1,26226915331,E-Wallet (Individual),2021-08-23T00:00:00+00:00,7087.34,1201.84,MYR
165E5CAC-499,29293012691,E-Wallet (Individual),2023-05-21T00:00:00+00:00,8440.38,6761.08,MYR
76779DDB-0D8,48067939122,E-Wallet (Individual),2023-05-14T00:00:00+00:00,3488.69,348.36,MYR
13BECC73-1BB,31416947762,E-Wallet (Individual),2021-02-16T00:00:00+00:00,1905.2,7165.85,MYR
6804E9C7-E3C,88419587395,E-Wallet (Individual),2023-10-11T00:00:00+00:00,24.51,5412.52,MYR
867E402D-513,11188085953,Savings,2023-08-22T00:00:00+00:00,1666.72,3508.38,MYR
56BFC6C7-E94,68243921612,E-Wallet (Individual),2022-07-26T00:00:00+00:00,4530.48,7953.55,MYR
54ABD3F4-BF8,74063646876,Savings,2022-08-13T00:00:00+00:00,2946.7,5186.68,MYR
9F26C944-241,10180338964,Savings,2021-02-28T00:00:00+00:00,9409.15,4966.03,MYR
0C9AE50C-2A9,13679775515,E-Wallet (Individual),2023-07-25T00:00:00+00:00,1039.98,408.6,MYR
70E7E43D-B4C,81156448407,E-Wallet (Individual),2020-08-11T00:00:00+00:00,2323.67,7988.51,MYR
6BD1F121-6F4,34569900307,Savings,2023-10-24T00:00:00+00:00,2838.09,4835.46,MYR
F66C4AA6-934,43348538842,E-Wallet (Individual),2022-03-13T00:00:00+00:00,7279.66,8077.9,MYR
19631BAB-997,91174151165,E-Wallet (Individual),2020-07-23T00:00:00+00:00,3447.28,6491.81,MYR
2420ABEE-83F,94841143076,Savings,2022-03-30T00:00:00+00:00,2068.8,6270.76,MYR
A12ACA25-DCF,90226241918,Savings,2023-10-23T00:00:00+00:00,7423.73,7186.33,MYR
C265AA7A-E99,12397518206,E-Wallet (Individual),2023-06-01T00:00:00+00:00,7806.13,8005.82,MYR
822C2B25-5B6,33904881874,E-Wallet (Individual),2023-02-22T00:00:00+00:00,5517.2,3067.16,MYR
F674C70E-9AC,74888923036,Savings,2020-08-31T00:00:00+00:00,1136.81,554.81,MYR
1C5C9F10-867,61141968424,E-Wallet (Individual),2022-10-02T00:00:00+00:00,232.32,9604.56,MYR
2C8A71B2-2F8,30107832943,E-Wallet (Individual),2021-01-09T00:00:00+00:00,4315.43,8056.97,MYR
D2DFE79A-48B,60058108277,Savings,2023-03-02T00:00:00+00:00,6739.91,2051.28,MYR
EA123B6D-195,40936729862,Savings,2020-09-20T00:00:00+00:00,6803.01,4861.59,MYR
B4E87251-6B9,49772233755,E-Wallet (Individual),2021-05-31T00:00:00+00:00,1168.72,667.13,MYR
41AAED6A-FB0,27810303925,E-Wallet (Individual),2021-01-28T00:00:00+00:00,4321.27,5099.58,MYR
E2C81432-643,84800646207,Savings,2023-01-19T00:00:00+00:00,8253.42,1395.41,MYR
D2C78B9C-75C,74860618019,E-Wallet (Individual),2023-01-18T00:00:00+00:00,7634.51,8224.86,MYR
DDD47CA5-5EE,47655251655,Savings,2021-10-12T00:00:00+00:00,2573.47,669.31,MYR
629B381D-9E4,19909304109,E-Wallet (Individual),2021-10-22T00:00:00+00:00,9981.41,4650.59,MYR
7BB44CA4-DF0,81840233796,Savings,2023-05-24T00:00:00+00:00,106.79,905.98,MYR
781CF25D-124,24918361022,E-Wallet (Individual),2022-02-01T00:00:00+00:00,1930.55,8903.73,MYR
F043CCB5-023,13603350544,E-Wallet (Individual),2020-05-31T00:00:00+00:00,2924.39,7796.44,MYR
DD61A9A6-75F,18149636388,E-Wallet (Individual),2020-03-27T00:00:00+00:00,6161.3,2660.73,MYR
B68C9B17-6B4,45667937825,E-Wallet (Individual),2023-08-22T00:00:00+00:00,7505.67,2318.95,MYR
3A188A10-633,81676914925,Savings,2022-04-12T00:00:00+00:00,6156.51,379.04,MYR
76F21EE0-60C,53888835279,Savings,2023-09-23T00:00:00+00:00,7695.2,5346.13,MYR
0F7D58BA-3C9,26842678588,Savings,2020-04-05T00:00:00+00:00,7717.33,1637.55,MYR
93C96DE2-98A,60485673276,E-Wallet (Individual),2020-10-18T00:00:00+00:00,7365.2,8309.18,MYR
FFF47E24-112,53081105920,E-Wallet (Individual),2022-01-14T00:00:00+00:00,9510.92,9782.19,MYR
8CBEF045-EB3,19275732088,Savings,2023-12-09T00:00:00+00:00,7916.57,3085.59,MYR
B5794EAE-0BE,45891493154,E-Wallet (Individual),2020-04-11T00:00:00+00:00,3727.5,5737.43,MYR
C94031D7-515,64819606627,E-Wallet (Individual),2021-11-10T00:00:00+00:00,3642.96,6170.19,MYR
E6662336-6BF,33659079003,E-Wallet (Individual),2021-11-27T00:00:00+00:00,9235.54,4108.24,MYR
1B7ADCF4-222,82950719558,E-Wallet (Individual),2022-03-22T00:00:00+00:00,6026.39,4027.43,MYR
61F2BF55-5E5,71004803717,E-Wallet (Individual),2021-10-10T00:00:00+00:00,249.3,8555.42,MYR
EB898E17-AFD,52704817616,Savings,2020-03-09T00:00:00+00:00,9504.63,40.13,MYR
0FCCCC2D-D02,31801052178,Savings,2022-05-24T00:00:00+00:00,2744.9,8551.46,MYR
BF27CF62-201,96453978406,E-Wallet (Individual),2022-04-10T00:00:00+00:00,8768.06,7682.67,MYR
0BEFDEB6-ED7,75773567199,Savings,2022-05-31T00:00:00+00:00,1689.54,4534.51,MYR
F3E6ECBA-63B,60289006021,E-Wallet (Individual),2020-09-03T00:00:00+00:00,6483.28,8026.36,MYR
00AB84F3-89A,67280986674,E-Wallet (Individual),2020-04-11T00:00:00+00:00,8661.28,4479.06,MYR
A75452A6-8A5,31932888079,Savings,2021-12-17T00:00:00+00:00,1106.9,1008.43,MYR
66F4AED2-61B,15054951717,E-Wallet (Individual),2022-09-07T00:00:00+00:00,7472.65,9667.74,MYR
