AccountId,AccountNumber,AccountType,AccountHolderFullName,IdType,IdValue,AccountHolderEmailAddress,AccountHolderMobileNumber,ProductType,ShariaCompliance,ProviderType
1676960A-33B,74834639786,E-Wallet (Individual),Razak bin Hassan,NRIC,940604-16-3765,ntpqgk6b@yahoo.com,60803782914,Conventional,False,Maybank
5ED8525B-472,15156023430,Savings,Halimah binti Mahmood,NRIC,550102-33-5241,rc43vmbu@gmail.com,60981796701,Conventional,False,CIMB
60DDB9E4-8E9,91010775967,E-Wallet (Individual),Zain bin Mahmood,NRIC,651110-03-5411,1v3cpy2c@outlook.com,60680795507,Conventional,False,Maybank
A383B1E9-FF6,77476372315,Savings,Noraini binti Yusof,NRIC,591017-29-8813,56v83zoz@hotmail.com,60365244248,Conventional,False,HSBC Bank
5DE1AB8F-81D,32922691788,E-Wallet (Individual),Sarita Singh,NRIC,690624-28-1776,5dut8w62@gmail.com,60211431674,Conventional,False,HSBC Bank
C69F2D25-8E3,55667725473,E-Wallet (Individual),Maya Nair,NRIC,990323-56-7258,8kehf94x@yahoo.com,60910122244,Conventional,False,Public Bank
4828F6EA-5AA,89863860491,Savings,Wei Ng,NRIC,650310-06-8472,96172bhi@outlook.com,60687239268,Conventional,False,Public Bank
DEE5C2FC-69D,69630924970,E-Wallet (Individual),Jing Chong,NRIC,950327-44-1539,55oqmcj5@outlook.com,60555962114,Conventional,False,Maybank
448D81B3-514,95012509234,Savings,Abdul bin Yusof,NRIC,960421-08-4210,0wtqm87i@hotmail.com,60291635304,Conventional,False,Public Bank
D4BCE1A0-E6D,85370744505,Savings,Jian Chen,NRIC,810912-04-6499,ecntqeji@yahoo.com,60794690046,Conventional,False,Alliance Bank
77EFF3A1-201,54683644073,E-Wallet (Individual),Yan Chen,NRIC,550101-45-4365,pezayxpd@gmail.com,60604089712,Conventional,False,HSBC Bank
7A349426-3A8,54389900835,E-Wallet (Individual),Wei Tan,NRIC,750217-42-4973,ylf2gwis@outlook.com,60619183061,Conventional,False,Touch n Go
2FFE98B1-BF0,41067289051,Savings,Chee Keong Chen,NRIC,580517-29-1785,z2kk5q1g@gmail.com,60432715121,Conventional,False,Touch n Go
E3B3069F-94E,79112765783,Savings,Ah Hock Lee,NRIC,610308-16-9305,k9s6zpby@gmail.com,60946489980,Conventional,False,Touch n Go
66B541C8-041,83854336775,Savings,Wei Chen,NRIC,940901-23-5600,uyfiypuj@outlook.com,60538238072,Conventional,False,Alliance Bank
642FDB85-E4F,48778514658,Savings,Zaleha binti Yusof,NRIC,980715-31-6463,3yeaia1h@outlook.com,60355175277,Conventional,False,CIMB
13B3DB56-743,74154707576,E-Wallet (Individual),Ismail bin Razali,NRIC,720903-46-1545,z5fb685p@hotmail.com,60480475983,Conventional,False,Touch n Go
74EAF182-DAC,22359263223,E-Wallet (Individual),Jian Lee,NRIC,680120-09-6829,072n7a9m@hotmail.com,60619464401,Conventional,False,Maybank
A5EE487B-06E,23054212916,Savings,Mei Fong Chong,NRIC,990127-82-5855,clf7nk3x@hotmail.com,60877559950,Conventional,False,Alliance Bank
1C39D271-900,80460797160,Savings,Xiu Ying Ho,NRIC,680223-49-4681,g6a0opai@yahoo.com,60173685760,Conventional,False,RHB Bank
6161978B-68C,13914313824,Savings,Zarina binti Yusof,NRIC,881212-82-1253,4vtvs4j5@yahoo.com,60468219620,Conventional,False,Alliance Bank
49ADFD3B-E91,41933249880,E-Wallet (Individual),Boon Lim,NRIC,590625-59-7860,f826q3xl@outlook.com,60836237656,Conventional,False,CIMB
39764AF3-CE3,80394779412,Savings,Chee Keong Chen,NRIC,960625-49-2207,7ugxbpgw@gmail.com,60991551249,Conventional,False,Maybank
237B01A6-13B,77476840993,Savings,Lakshmi Nair,NRIC,551019-15-1694,ys689azq@outlook.com,60240349546,Conventional,False,CIMB
C46B9CA6-44E,17029570916,E-Wallet (Individual),Farid bin Ahmad,NRIC,571005-33-6227,2ucggqql@hotmail.com,60684334321,Conventional,False,HSBC Bank
E2FCD467-999,71334838392,Savings,Noraini binti Yusof,NRIC,550626-38-2686,zt9amaoz@hotmail.com,60475768106,Conventional,False,RHB Bank
14B4937D-D27,41395643560,E-Wallet (Individual),Ali bin Mahmood,NRIC,670818-07-1241,k8syu9gg@outlook.com,60326162880,Conventional,False,CIMB
9B55115C-D6F,73204007466,Savings,Aminah binti Ismail,NRIC,990925-15-3543,wbql5h1y@yahoo.com,60760378352,Conventional,False,HSBC Bank
55D767FD-D9B,74424733133,E-Wallet (Individual),Razak bin Ali,NRIC,910523-30-4754,szmn9c3n@outlook.com,60678748881,Conventional,False,Touch n Go
E3171C11-773,85779523652,Savings,Li Hua Ho,NRIC,911208-03-1094,ef2rcuaw@hotmail.com,60237734925,Conventional,False,Touch n Go
EBABA7FC-E81,43559675033,E-Wallet (Individual),Abdul bin Hassan,NRIC,540521-82-1850,ii8xuwhl@gmail.com,60986136795,Conventional,False,RHB Bank
6BFD4FDA-BD6,47284213209,Savings,Azman bin Hassan,NRIC,911211-32-4903,l0p6raxq@gmail.com,60995439037,Conventional,False,Maybank
AB02DE8D-ADB,26529494811,E-Wallet (Individual),Chee Keong Tan,NRIC,891223-44-2499,ku6fvb2d@outlook.com,60477639482,Conventional,False,Public Bank
B836F186-00B,96050161451,Savings,Siti binti Ali,NRIC,980214-07-7162,52cwl9df@yahoo.com,60836479527,Conventional,False,Alliance Bank
A4CBF567-E86,93514507278,Savings,Wei Lee,NRIC,810614-22-4757,8n3n35pe@hotmail.com,60794597054,Conventional,False,CIMB
65C8C9E4-3F6,97060544892,E-Wallet (Individual),Indira Patel,NRIC,811216-09-5825,ha0x1xaj@hotmail.com,60760689038,Conventional,False,HSBC Bank
D2F668CD-388,96068513863,E-Wallet (Individual),Ah Hock Wong,NRIC,820309-07-2416,sx13awiq@hotmail.com,60666712548,Conventional,False,Public Bank
22078333-6A4,69291552407,Savings,Lakshmi Raman,NRIC,700514-40-9383,5bzpn2ag@gmail.com,60457670652,Conventional,False,Alliance Bank
EA365D6A-3EC,14143013067,E-Wallet (Individual),Maya Singh,NRIC,520718-01-9661,yofk589l@outlook.com,60408112385,Conventional,False,Alliance Bank
E343B53F-377,61857975459,Savings,Xiu Ying Tan,NRIC,920918-59-4643,m40c3qt4@gmail.com,60265950506,Conventional,False,Maybank
7E40BC80-8C8,84333462549,E-Wallet (Individual),Sarita Patel,NRIC,591117-14-8125,dx7v003c@yahoo.com,60727689465,Conventional,False,Touch n Go
754AB530-09D,74113070178,E-Wallet (Individual),Kumar Gopal,NRIC,721109-46-8028,3ugcqxd8@outlook.com,60938444183,Conventional,False,Alliance Bank
887050C7-737,61638763963,Savings,Abdul bin Yusof,NRIC,980125-31-4567,su06a67x@outlook.com,60627643109,Conventional,False,HSBC Bank
FA5D26FC-372,61492007806,Savings,Hui Ho,NRIC,590923-13-4864,nbnf2s8n@hotmail.com,60775368803,Conventional,False,HSBC Bank
8AD8F46C-280,14845435982,Savings,Yan Ho,NRIC,620811-50-7252,c9hecink@yahoo.com,60217521079,Conventional,False,Alliance Bank
B78309B9-452,46008523511,Savings,Deepa Krishnan,NRIC,631228-44-5642,idtjgqlm@yahoo.com,60367583541,Conventional,False,Alliance Bank
2F6180F6-197,34638377085,Savings,Sarita Gopal,NRIC,770722-45-2360,d4ajtvt3@yahoo.com,60586359760,Conventional,False,Touch n Go
32CADB86-077,34465645571,Savings,Lakshmi Raman,NRIC,880612-26-6624,mq0852e1@hotmail.com,60216718000,Conventional,False,RHB Bank
37525398-EB5,78245929754,Savings,Hui Chong,NRIC,970715-53-5248,dhhjr1bp@yahoo.com,60185009300,Conventional,False,HSBC Bank
80960E36-A67,58173533067,E-Wallet (Individual),Zaleha binti Ibrahim,NRIC,771025-53-6732,nasbdgw1@outlook.com,60514646186,Conventional,False,Touch n Go
8CDD3B6E-4CA,95300063505,Savings,Lakshmi Singh,NRIC,910214-16-5916,bfjxqw50@gmail.com,60173453962,Conventional,False,Public Bank
64EEFA52-84A,43929552867,Savings,Siti binti Abdullah,NRIC,890826-28-3543,ry1e9tjl@gmail.com,60980739066,Conventional,False,Maybank
2F52C0FC-A9C,46396157091,E-Wallet (Individual),Mariam binti Hassan,NRIC,881117-51-6021,g7388x1a@gmail.com,60443602257,Conventional,False,Public Bank
41A469FD-456,23276787098,E-Wallet (Individual),Muhammad bin Abdullah,NRIC,930924-06-2586,5536cyoa@outlook.com,60772390443,Conventional,False,Maybank
9E7B2A46-A80,29883055633,E-Wallet (Individual),Omar bin Said,NRIC,730710-30-9839,9mdvqa3l@outlook.com,60166570660,Conventional,False,Public Bank
B6C9C6F6-31C,84418301154,E-Wallet (Individual),Nur binti Yusof,NRIC,770122-38-6329,vzh4j991@outlook.com,60498380851,Conventional,False,Maybank
7F1CC238-728,66262559965,Savings,Azman bin Yusof,NRIC,700101-11-3215,l8hfkb2w@gmail.com,60588293995,Conventional,False,Maybank
52D10C81-BE9,62645365976,Savings,Abdul bin Ismail,NRIC,640516-02-8407,b8yprmxr@hotmail.com,60548548487,Conventional,False,RHB Bank
80C0FA2A-20F,11142367247,E-Wallet (Individual),Farid bin Razali,NRIC,830709-31-6849,nrq412d5@gmail.com,60553295268,Conventional,False,CIMB
1749EC44-35B,24578008836,E-Wallet (Individual),Jing Wong,NRIC,710304-15-3405,78vfr45q@hotmail.com,60403896417,Conventional,False,Alliance Bank
77D1D96D-710,32234390779,E-Wallet (Individual),Aisyah binti Ali,NRIC,800819-15-7180,quqexmu4@hotmail.com,60786459843,Conventional,False,CIMB
C2C5A5DB-00C,67711717424,E-Wallet (Individual),Vijay Nair,NRIC,860811-55-5279,d452baa6@gmail.com,60169636593,Conventional,False,HSBC Bank
08565A60-89D,90732373547,E-Wallet (Individual),Halimah binti Ibrahim,NRIC,831106-25-3900,itxq1nn7@yahoo.com,60849542519,Conventional,False,Maybank
5BF6F2E4-0F0,41038168159,Savings,Mei Ling Lim,NRIC,690201-45-4227,veyhrnhd@gmail.com,60115404579,Conventional,False,RHB Bank
CF1D8F25-667,24520217611,Savings,Srinivas Krishnan,NRIC,790528-48-5970,yontt510@hotmail.com,60573550448,Conventional,False,Alliance Bank
B6B0D6F2-CD5,51430465639,E-Wallet (Individual),Maya Nair,NRIC,930428-29-8926,0hz8upff@hotmail.com,60480701090,Conventional,False,Public Bank
DC63A675-7D9,76180221811,E-Wallet (Individual),Lakshmi Patel,NRIC,800723-10-9053,jrria7k4@gmail.com,60326863675,Conventional,False,Touch n Go
11755C22-0CC,19025476777,Savings,Srinivas Raman,NRIC,980925-42-7696,s8301gfh@yahoo.com,60979659316,Conventional,False,Touch n Go
34E5D2A5-3E9,40173200815,Savings,Jian Tan,NRIC,640317-56-1781,x6mq117e@hotmail.com,60717979314,Conventional,False,Alliance Bank
162E51CD-2BE,11141548494,E-Wallet (Individual),Anand Patel,NRIC,641001-16-9735,yvzdztyk@yahoo.com,60746213728,Conventional,False,CIMB
BF4E5D19-698,99569872441,E-Wallet (Individual),Ravi Krishnan,NRIC,530618-14-9709,fajhg7th@gmail.com,60399321394,Conventional,False,CIMB
1E595107-8DC,87582962179,E-Wallet (Individual),Lakshmi Patel,NRIC,651126-44-8538,119pdqza@hotmail.com,60519944965,Conventional,False,HSBC Bank
B0B620AF-954,22292446615,E-Wallet (Individual),Omar bin Razali,NRIC,640817-06-4024,06v3u50p@gmail.com,60901470941,Conventional,False,Alliance Bank
8313A6F0-E8B,21575548105,E-Wallet (Individual),Wei Wong,NRIC,620907-47-5368,qfybzt49@gmail.com,60140014432,Conventional,False,Public Bank
D3E49A60-A7C,87580867169,E-Wallet (Individual),Jian Chong,NRIC,951220-03-4930,nbo15duu@hotmail.com,60952315262,Conventional,False,Maybank
0156ADF2-D55,64410770411,Savings,Anita Patel,NRIC,820212-12-4161,spiefulf@outlook.com,60663422436,Conventional,False,Alliance Bank
DDDEA772-E99,61722135122,E-Wallet (Individual),Fatimah binti Said,NRIC,630706-52-3027,ib4qlpuu@outlook.com,60539755269,Conventional,False,Maybank
9E7C6921-AF1,43561946874,Savings,Vijay Nair,NRIC,720225-36-2237,o9p9ttm5@gmail.com,60329304256,Conventional,False,Public Bank
66E4A6A3-853,80927751772,Savings,Nur binti Ali,NRIC,610417-50-7479,3tugxq0u@hotmail.com,60385555700,Conventional,False,CIMB
ACD3A06D-529,40362528429,E-Wallet (Individual),Mei Ling Ho,NRIC,591004-16-1386,8oibs6pj@gmail.com,60194055324,Conventional,False,Public Bank
365EEF3E-722,85750771561,Savings,Maya Raman,NRIC,660517-16-1468,je7oscra@outlook.com,60338712733,Conventional,False,Public Bank
4094F51A-033,22058058020,E-Wallet (Individual),Mei Ling Lee,NRIC,710318-27-1105,fk4v6ciz@yahoo.com,60207932222,Conventional,False,Alliance Bank
64C1E90C-BC4,94203152834,Savings,Zarina binti Razali,NRIC,640207-54-4966,fzsc2t8q@outlook.com,60498056928,Conventional,False,HSBC Bank
C0D4F96C-BC4,50236965970,E-Wallet (Individual),Mei Ling Ng,NRIC,510221-05-6366,7ahjt1qj@outlook.com,60117137476,Conventional,False,Public Bank
695FD7AF-CAC,46830418185,Savings,Anand Gopal,NRIC,941005-46-3039,14pv824u@gmail.com,60699493413,Conventional,False,Alliance Bank
5118D9D3-EF8,19740226689,Savings,Halimah binti Ahmad,NRIC,590127-05-9152,p7r1l9ot@hotmail.com,60109085361,Conventional,False,RHB Bank
18912F5D-031,51180969297,E-Wallet (Individual),Yan Ng,NRIC,950219-04-2865,6lsap2p5@hotmail.com,60882270296,Conventional,False,Public Bank
918D64A2-278,10745107104,E-Wallet (Individual),Li Hua Lim,NRIC,570622-37-2560,b3kxpfs6@gmail.com,60988725448,Conventional,False,Alliance Bank
E76F7203-F60,94598243458,E-Wallet (Individual),Lakshmi Nair,NRIC,551207-07-5369,5m815yd3@yahoo.com,60862067962,Conventional,False,Maybank
EEFF4C7C-864,95526125165,Savings,Mohan Nair,NRIC,571127-02-4696,skryn1x7@hotmail.com,60883577636,Conventional,False,Alliance Bank
F3564565-60C,49639597355,Savings,Xiu Ying Ho,NRIC,590728-04-5647,6ji064p9@outlook.com,60521519698,Conventional,False,Touch n Go
68EFB086-B15,48725481151,Savings,Mohd bin Ismail,NRIC,900314-46-3508,z1yzmdei@hotmail.com,60380515723,Conventional,False,Public Bank
A752F319-7EE,18052174630,E-Wallet (Individual),Hui Wong,NRIC,730414-01-8953,zhh0qj6e@yahoo.com,60899039259,Conventional,False,Alliance Bank
1DCA9E7B-154,26963049369,Savings,Rajesh Singh,NRIC,860420-58-5641,am8ez5se@hotmail.com,60404228138,Conventional,False,Alliance Bank
3FAB5A26-211,38609930045,E-Wallet (Individual),Boon Lee,NRIC,730811-40-8985,arbqo92g@gmail.com,60899539147,Conventional,False,HSBC Bank
E0CCB70F-D1E,33182461766,Savings,Hui Lim,NRIC,681109-13-8469,ayqb9ucg@yahoo.com,60160563200,Conventional,False,HSBC Bank
9CFD221B-F0C,20941270788,E-Wallet (Individual),Chee Keong Ng,NRIC,740426-16-9554,qa58srwe@outlook.com,60309897729,Conventional,False,Alliance Bank
C999BA74-3B0,75179010769,Savings,Halimah binti Said,NRIC,500825-82-3211,1hmuragp@yahoo.com,60763143426,Conventional,False,RHB Bank
5330172F-309,62943182571,E-Wallet (Individual),Mohd bin Mahmood,NRIC,880921-51-7226,3cw3ezzu@outlook.com,60898317604,Conventional,False,RHB Bank
030DA184-6FF,87635438426,Savings,Azman bin Abdullah,NRIC,730905-44-6393,dmu2vvxh@outlook.com,60987250331,Conventional,False,Alliance Bank
172E9CEA-0B0,71745152709,E-Wallet (Individual),Boon Chen,NRIC,770314-05-5775,o1hner5k@hotmail.com,60703991385,Conventional,False,Public Bank
E1F4942D-624,96441706856,E-Wallet (Individual),Boon Lim,NRIC,810908-02-7141,049trefo@gmail.com,60849198984,Conventional,False,HSBC Bank
DE0229AA-DDF,84148904791,Savings,Hui Chong,NRIC,540506-07-2433,vh4wohue@outlook.com,60952915881,Conventional,False,Touch n Go
40D77E27-D02,53747443752,E-Wallet (Individual),Anand Gopal,NRIC,900605-09-3234,43639luw@hotmail.com,60798403251,Conventional,False,HSBC Bank
AD88078E-63C,28205187534,E-Wallet (Individual),Xiu Ying Chong,NRIC,590625-15-7500,codp1o16@hotmail.com,60555353796,Conventional,False,Maybank
CAE4B680-145,75941110077,E-Wallet (Individual),Ah Hock Ng,NRIC,770913-82-6594,3ikev4rh@outlook.com,60734953750,Conventional,False,HSBC Bank
7F788635-759,59910202514,E-Wallet (Individual),Aisyah binti Hassan,NRIC,931210-25-5246,6mzxp2a2@yahoo.com,60239381002,Conventional,False,Alliance Bank
8EE5C19A-C1F,48181479962,Savings,Li Hua Tan,NRIC,741208-07-6771,7yvh8ew8@yahoo.com,60249188496,Conventional,False,HSBC Bank
022FBC7C-6FA,72920159706,E-Wallet (Individual),Priya Nair,NRIC,821220-13-2413,soti5nfw@hotmail.com,60776762781,Conventional,False,Touch n Go
68935484-A1B,87411218421,Savings,Siti binti Ahmad,NRIC,840109-04-8105,zhv3i7ik@gmail.com,60115843750,Conventional,False,Alliance Bank
69240FA5-A82,77732645363,Savings,Maya Nair,NRIC,870401-55-9116,ga5lo1iz@yahoo.com,60529293829,Conventional,False,Touch n Go
D381CCB3-500,57458235186,E-Wallet (Individual),Mei Fong Ng,NRIC,930228-15-4624,lv7z4rxy@yahoo.com,60229239252,Conventional,False,Maybank
8937031C-1F7,99115789147,E-Wallet (Individual),Jian Tan,NRIC,621226-82-4142,q0aw5o17@outlook.com,60534333391,Conventional,False,CIMB
3E18248E-DC7,64965824341,Savings,Aisyah binti Ahmad,NRIC,850719-59-3607,0eiozxre@yahoo.com,60338055346,Conventional,False,Alliance Bank
5BFD8788-A6E,33333968331,E-Wallet (Individual),Kumar Singh,NRIC,840415-59-8575,v1ax9wcm@gmail.com,60755399340,Conventional,False,Touch n Go
AD53FCD1-CA6,96402482527,Savings,Ahmad bin Hassan,NRIC,571018-11-2099,zpgox1n7@gmail.com,60509468707,Conventional,False,Touch n Go
3B4380AF-9EC,78372843143,E-Wallet (Individual),Ah Hock Chen,NRIC,741126-10-4836,yxs0u1b8@gmail.com,60291200969,Conventional,False,CIMB
CF7364A1-AC2,54003636941,E-Wallet (Individual),Sarita Nair,NRIC,640710-55-1860,utug8iin@hotmail.com,60715751328,Conventional,False,Public Bank
841D1A48-E1D,88937921766,E-Wallet (Individual),Yan Chen,NRIC,500306-09-5662,4nnxkxfd@gmail.com,60107867668,Conventional,False,Alliance Bank
626D8A55-549,30803814788,E-Wallet (Individual),Rajesh Gopal,NRIC,750218-23-6017,p5tukmz9@outlook.com,60517699278,Conventional,False,Alliance Bank
C89D7386-BF5,98164186658,Savings,Prakash Raman,NRIC,530918-07-7243,s0qdf17h@hotmail.com,60255351748,Conventional,False,Public Bank
EE456220-5E7,42557342730,E-Wallet (Individual),Zarina binti Ibrahim,NRIC,680723-45-8063,p48y3eov@yahoo.com,60196402543,Conventional,False,Alliance Bank
510C908A-1E3,82577397175,Savings,Muhammad bin Ahmad,NRIC,781001-05-9054,ht2g31ol@gmail.com,60792030015,Conventional,False,Touch n Go
2D09CAA4-649,71241205060,Savings,Ali bin Mahmood,NRIC,611010-10-4775,cq44mjwm@yahoo.com,60739776263,Conventional,False,Touch n Go
0E50E19B-18B,15330659930,E-Wallet (Individual),Hui Chong,NRIC,521128-04-6818,47njo7jw@gmail.com,60617229959,Conventional,False,Alliance Bank
B30C3726-959,69223612606,Savings,Halimah binti Abdullah,NRIC,700527-11-8788,9peza0lf@outlook.com,60101844761,Conventional,False,HSBC Bank
4206007C-B5B,78478086698,E-Wallet (Individual),Priya Gopal,NRIC,940228-03-3480,ijrcgg1m@yahoo.com,60775477469,Conventional,False,HSBC Bank
CD4F9949-633,56464740930,E-Wallet (Individual),Jian Ho,NRIC,840118-52-8852,a1yo57gk@yahoo.com,60927737740,Conventional,False,Alliance Bank
672E0C8C-E5B,25035221471,E-Wallet (Individual),Priya Gopal,NRIC,751210-15-4547,p1sheru1@hotmail.com,60810662224,Conventional,False,RHB Bank
02CD5BCC-8D5,61578331091,Savings,Anand Krishnan,NRIC,951018-49-7057,0c11c1pj@yahoo.com,60717075506,Conventional,False,RHB Bank
A4055CCD-B59,84388402310,Savings,Jing Ng,NRIC,930720-55-2824,xyjf83go@yahoo.com,60426681678,Conventional,False,Maybank
C6AABB58-666,62345813441,Savings,Prakash Singh,NRIC,870124-12-6109,mbui3z5i@yahoo.com,60145339966,Conventional,False,RHB Bank
AA879A56-8FC,45702432719,E-Wallet (Individual),Ramlah binti Ahmad,NRIC,921016-55-7917,x0opll7f@gmail.com,60720381215,Conventional,False,RHB Bank
BDE8CFB9-2FB,60802837703,Savings,Srinivas Nair,NRIC,920919-40-1978,2r0afy5c@gmail.com,60985285153,Conventional,False,HSBC Bank
B99994D3-5E3,54864077709,E-Wallet (Individual),Mei Fong Lim,NRIC,750616-04-8928,x8im22ii@hotmail.com,60189277695,Conventional,False,Alliance Bank
59C44CF0-8AA,97165670618,E-Wallet (Individual),Hafiz bin Razali,NRIC,540924-29-6821,njh6skij@hotmail.com,60441504267,Conventional,False,Alliance Bank
09C6FCD7-B3A,16232366298,E-Wallet (Individual),Ismail bin Ismail,NRIC,670615-82-6017,9i47e63d@outlook.com,60737768790,Conventional,False,Public Bank
CAB398B9-7F3,99219558097,E-Wallet (Individual),Mohd bin Ibrahim,NRIC,671022-15-3802,zx5qtirg@yahoo.com,60909277816,Conventional,False,Touch n Go
C51BD409-7CD,17193009876,E-Wallet (Individual),Aisyah binti Ahmad,NRIC,960915-34-9821,bwsjiy9f@gmail.com,60897354828,Conventional,False,CIMB
0DE9E46A-0F3,10571208434,Savings,Hakim bin Ismail,NRIC,540203-41-1949,h21romnk@gmail.com,60800142401,Conventional,False,HSBC Bank
6C53C984-DB8,11002502719,E-Wallet (Individual),Deepa Gopal,NRIC,840613-50-1926,15q17ecg@yahoo.com,60329099108,Conventional,False,Touch n Go
EFEE78E3-CC2,21347219482,Savings,Ahmad bin Ibrahim,NRIC,991217-30-3614,94kep72z@yahoo.com,60155754147,Conventional,False,RHB Bank
0274D959-FB7,25054684697,E-Wallet (Individual),Vijay Krishnan,NRIC,860707-14-1464,1lnewj6p@yahoo.com,60370389340,Conventional,False,Touch n Go
46ECCF75-8A2,19703257996,Savings,Jing Chong,NRIC,840110-16-7656,r0upw191@outlook.com,60301182050,Conventional,False,HSBC Bank
